	value	group	group2
AS_HC31	0.231708376	healthy	AS_HC
AS_HC32	4.80051633	healthy	AS_HC
AS_HC33	-0.439729596	healthy	AS_HC
AS_HC34	5.170526938	healthy	AS_HC
AS_HC35	1.152809853	healthy	AS_HC
AS_HC36	0.258118841	healthy	AS_HC
AS_HC37	0.104581974	healthy	AS_HC
AS_HC38	0.896797794	healthy	AS_HC
AS_HC39	1.127777559	healthy	AS_HC
AS_HC3	0.230899862	healthy	AS_HC
AS_HC40	-1.042212405	healthy	AS_HC
AS_HC41	0.511812855	healthy	AS_HC
AS_HC42	0.841174277	healthy	AS_HC
AS_HC43	0.098107411	healthy	AS_HC
AS_HC44	-0.772927238	healthy	AS_HC
AS_HC45	0.640891458	healthy	AS_HC
AS_HC46	0.037453459	healthy	AS_HC
AS_HC47	1.02741394	healthy	AS_HC
AS_HC48	-0.546523626	healthy	AS_HC
AS_HC49	0.940785907	healthy	AS_HC
AS_HC4	1.629535389	healthy	AS_HC
AS_HC50	-0.123505426	healthy	AS_HC
AS_HC51	2.048357447	healthy	AS_HC
AS_HC52	0.475232775	healthy	AS_HC
AS_HC53	0.457599104	healthy	AS_HC
AS_HC54	0.809875692	healthy	AS_HC
AS_HC55	-0.235841349	healthy	AS_HC
AS_HC56	1.206321533	healthy	AS_HC
AS_HC57	0.639027439	healthy	AS_HC
AS_HC58	-0.282584783	healthy	AS_HC
AS_HC59	1.37369709	healthy	AS_HC
AS_HC5	0.040691492	healthy	AS_HC
AS_HC60	5.274539121	healthy	AS_HC
AS_HC61	-0.407740688	healthy	AS_HC
AS_HC62	-0.237733303	healthy	AS_HC
AS_HC63	0.05662828	healthy	AS_HC
AS_HC64	0.99665152	healthy	AS_HC
AS_HC65	0.172081079	healthy	AS_HC
AS_HC66	1.190396013	healthy	AS_HC
AS_HC67	0.600507008	healthy	AS_HC
AS_HC68	0.387275427	healthy	AS_HC
AS_HC69	1.362434121	healthy	AS_HC
AS_HC6	-0.472370858	healthy	AS_HC
AS_HC70	0.760026416	healthy	AS_HC
AS_HC71	0.951322545	healthy	AS_HC
AS_HC72	0.095666767	healthy	AS_HC
AS_HC73	-0.130790072	healthy	AS_HC
AS_HC74	-0.760050892	healthy	AS_HC
AS_HC75	4.821796299	healthy	AS_HC
AS_HC76	0.016323708	healthy	AS_HC
AS_HC77	-0.634728239	healthy	AS_HC
AS_HC78	0.658892214	healthy	AS_HC
AS_HC79	0.140007741	healthy	AS_HC
AS_HC7	0.103856049	healthy	AS_HC
AS_HC80	5.147765275	healthy	AS_HC
AS_HC81	-0.265668434	healthy	AS_HC
AS_HC82	0.360376347	healthy	AS_HC
AS_HC83	0.201262428	healthy	AS_HC
AS_HC84	-0.434417645	healthy	AS_HC
AS_HC85	0.534171499	healthy	AS_HC
AS_HC86	0.412812558	healthy	AS_HC
AS_HC87	4.370309969	healthy	AS_HC
AS_HC88	4.8408737	healthy	AS_HC
AS_HC89	0.960340459	healthy	AS_HC
AS_HC8	0.837593682	healthy	AS_HC
AS_HC90	4.61731963	healthy	AS_HC
AS_HC91	4.856994761	healthy	AS_HC
AS_HC92	0.190190574	healthy	AS_HC
AS_HC93	0.482621745	healthy	AS_HC
AS_HC94	4.441999456	healthy	AS_HC
AS_HC95	-0.087759556	healthy	AS_HC
AS_HC96	0.792639173	healthy	AS_HC
AS_HC97	0.193579883	healthy	AS_HC
AS_HC98	-0.494334617	healthy	AS_HC
AS_HC99	0.566777377	healthy	AS_HC
AS_HC9	-0.397482818	healthy	AS_HC
HD10	0.206408662	healthy	LC_HC
HD11	1.526902818	healthy	LC_HC
HD12	5.041130332	healthy	LC_HC
HD13	0.171267396	healthy	LC_HC
HD14	-0.191819012	healthy	LC_HC
HD15	-0.227666121	healthy	LC_HC
HD16	0.980234142	healthy	LC_HC
HD17	4.231685449	healthy	LC_HC
HD18	-0.681485835	healthy	LC_HC
HD19	4.282147606	healthy	LC_HC
HD1	4.383294993	healthy	LC_HC
HD20	-0.522369977	healthy	LC_HC
HD21	1.389949387	healthy	LC_HC
HD22	1.367104919	healthy	LC_HC
HD23	4.797159762	healthy	LC_HC
HD24	4.53440833	healthy	LC_HC
HD25	-4.545571184	healthy	LC_HC
HD26	0.647361718	healthy	LC_HC
HD27	4.822252998	healthy	LC_HC
HD28	5.168626741	healthy	LC_HC
HD29	1.421425605	healthy	LC_HC
HD2	0.400926397	healthy	LC_HC
HD30	0.320811106	healthy	LC_HC
HD31	-0.264536933	healthy	LC_HC
HD32	4.449209313	healthy	LC_HC
HD33	1.20472233	healthy	LC_HC
HD34	0.770262474	healthy	LC_HC
HD35	0.315143608	healthy	LC_HC
HD36	4.452299205	healthy	LC_HC
HD37	4.335953706	healthy	LC_HC
HD38	4.491209686	healthy	LC_HC
HD39	-0.044659283	healthy	LC_HC
HD3	0.323771867	healthy	LC_HC
HD40	1.959057972	healthy	LC_HC
HD41	-0.085020489	healthy	LC_HC
HD42	-0.87686588	healthy	LC_HC
HD43	4.695372819	healthy	LC_HC
HD44	4.404799645	healthy	LC_HC
HD45	-1.887022543	healthy	LC_HC
HD46	4.585561177	healthy	LC_HC
HD47	1.155001901	healthy	LC_HC
HD48	3.227680801	healthy	LC_HC
HD49	-0.646514324	healthy	LC_HC
HD4	5.009907863	healthy	LC_HC
HD50	0.763244708	healthy	LC_HC
HD51	0.974320899	healthy	LC_HC
HD52	-0.076799093	healthy	LC_HC
HD53	0.758076156	healthy	LC_HC
HD54	1.130084604	healthy	LC_HC
HD55	5.003244682	healthy	LC_HC
HD56	1.115668076	healthy	LC_HC
HD57	0.170939592	healthy	LC_HC
HD58	0.75821326	healthy	LC_HC
HD59	0.80846217	healthy	LC_HC
HD5	0.965639855	healthy	LC_HC
HD60	0.813793308	healthy	LC_HC
HD61	0.689236521	healthy	LC_HC
HD62	0.995793625	healthy	LC_HC
HD63	5.003888744	healthy	LC_HC
HD64	-0.354389764	healthy	LC_HC
HD65	-0.242516151	healthy	LC_HC
HD66	-0.544830623	healthy	LC_HC
HD67	0.689850732	healthy	LC_HC
HD68	0.568196565	healthy	LC_HC
HD69	4.850756026	healthy	LC_HC
HD6	4.429597151	healthy	LC_HC
HD70	0.311459297	healthy	LC_HC
HD71	0.997305726	healthy	LC_HC
HD72	1.536692597	healthy	LC_HC
HD73	1.304842254	healthy	LC_HC
HD74	1.504743463	healthy	LC_HC
HD75	0.718032885	healthy	LC_HC
HD76	-1.033535376	healthy	LC_HC
HD77	4.689235119	healthy	LC_HC
HD78	0.788090831	healthy	LC_HC
HD79	-0.574849091	healthy	LC_HC
HD7	1.33053903	healthy	LC_HC
HD80	1.11243363	healthy	LC_HC
HD81	4.727461469	healthy	LC_HC
HD82	0.035430664	healthy	LC_HC
HD83	-0.007310968	healthy	LC_HC
HD8	0.656846614	healthy	LC_HC
HD9	0.545638025	healthy	LC_HC
HV10	4.059424752	healthy	LC_HC
HV11	3.805744718	healthy	LC_HC
HV12	4.198312133	healthy	LC_HC
HV13	4.659222143	healthy	LC_HC
HV14	3.751087091	healthy	LC_HC
HV15	4.355671866	healthy	LC_HC
HV16	4.579889476	healthy	LC_HC
HV17	0.158006895	healthy	LC_HC
HV18	4.165088758	healthy	LC_HC
HV19	3.665617774	healthy	LC_HC
HV1	-0.539260583	healthy	LC_HC
HV20	3.749418581	healthy	LC_HC
HV21	4.634323768	healthy	LC_HC
HV22	-0.114927707	healthy	LC_HC
HV23	4.592023275	healthy	LC_HC
HV24	4.105240933	healthy	LC_HC
HV25	1.056050763	healthy	LC_HC
HV26	-0.755205381	healthy	LC_HC
HV27	-1.115289534	healthy	LC_HC
HV28	3.799809071	healthy	LC_HC
HV29	4.260346241	healthy	LC_HC
HV2	0.811573759	healthy	LC_HC
HV30	4.774359985	healthy	LC_HC
HV31	4.721278191	healthy	LC_HC
HV3	3.951874474	healthy	LC_HC
HV4	0.328600777	healthy	LC_HC
HV5	4.242149922	healthy	LC_HC
HV6	0.705353946	healthy	LC_HC
HV7	0.27632128	healthy	LC_HC
HV8	3.862493897	healthy	LC_HC
HV9	4.113639004	healthy	LC_HC
CD_HC10	0.473314752	healthy	IBD_HC
CD_HC11	-0.511088033	healthy	IBD_HC
CD_HC12	-0.212927661	healthy	IBD_HC
CD_HC13	-1.066958867	healthy	IBD_HC
CD_HC14	-0.148786016	healthy	IBD_HC
CD_HC15	0.324705936	healthy	IBD_HC
CD_HC16	0.650924857	healthy	IBD_HC
CD_HC17	0.184692344	healthy	IBD_HC
CD_HC18	0.462980619	healthy	IBD_HC
CD_HC19	-0.309255733	healthy	IBD_HC
CD_HC1	0.164778506	healthy	IBD_HC
CD_HC20	0.638698458	healthy	IBD_HC
CD_HC21	0.382072685	healthy	IBD_HC
CD_HC22	0.681282142	healthy	IBD_HC
CD_HC23	0.153869307	healthy	IBD_HC
CD_HC24	0.977139716	healthy	IBD_HC
CD_HC25	0.309784029	healthy	IBD_HC
CD_HC26	0.033091339	healthy	IBD_HC
CD_HC27	0.169455068	healthy	IBD_HC
CD_HC28	-0.272449768	healthy	IBD_HC
CD_HC29	-0.020715846	healthy	IBD_HC
CD_HC2	0.335245554	healthy	IBD_HC
CD_HC30	5.008566267	healthy	IBD_HC
CD_HC31	-0.40404502	healthy	IBD_HC
CD_HC32	1.048782363	healthy	IBD_HC
CD_HC33	0.085732018	healthy	IBD_HC
CD_HC34	-1.081242794	healthy	IBD_HC
CD_HC35	-0.113671532	healthy	IBD_HC
CD_HC36	0.899950588	healthy	IBD_HC
CD_HC37	1.351220052	healthy	IBD_HC
CD_HC38	-0.410316691	healthy	IBD_HC
CD_HC39	4.779101506	healthy	IBD_HC
CD_HC3	-0.197650627	healthy	IBD_HC
CD_HC40	0.487739044	healthy	IBD_HC
CD_HC41	0.271420221	healthy	IBD_HC
CD_HC42	0.450831986	healthy	IBD_HC
CD_HC43	0.37057706	healthy	IBD_HC
CD_HC44	4.722629664	healthy	IBD_HC
CD_HC45	0.623636711	healthy	IBD_HC
CD_HC46	0.072700232	healthy	IBD_HC
CD_HC47	0.091737103	healthy	IBD_HC
CD_HC48	0.458539197	healthy	IBD_HC
CD_HC49	-0.303952299	healthy	IBD_HC
CD_HC4	0.247832682	healthy	IBD_HC
CD_HC50	-0.844844492	healthy	IBD_HC
CD_HC51	0.386691994	healthy	IBD_HC
CD_HC52	-0.006864632	healthy	IBD_HC
CD_HC53	-0.337960058	healthy	IBD_HC
CD_HC54	-0.535466468	healthy	IBD_HC
CD_HC55	-0.488405822	healthy	IBD_HC
CD_HC56	0.188743319	healthy	IBD_HC
CD_HC5	0.501355898	healthy	IBD_HC
CD_HC6	-0.920468384	healthy	IBD_HC
CD_HC7	1.092421844	healthy	IBD_HC
CD_HC8	-0.207545436	healthy	IBD_HC
CD_HC9	1.609130454	healthy	IBD_HC
ITA_C10	-0.640181753	nonhealthy	CRC
ITA_C11	0.976315302	nonhealthy	CRC
ITA_C12	-0.181133152	nonhealthy	CRC
ITA_C13	0.304645616	nonhealthy	CRC
ITA_C14	4.442303436	nonhealthy	CRC
ITA_C15	0.222729169	nonhealthy	CRC
ITA_C16	0.476066504	nonhealthy	CRC
ITA_C17	5.100388798	nonhealthy	CRC
ITA_C18	0.054075393	nonhealthy	CRC
ITA_C19	-0.002708707	nonhealthy	CRC
ITA_C1	0.142955899	nonhealthy	CRC
ITA_C20	0.058603175	nonhealthy	CRC
ITA_C21	0.074669607	nonhealthy	CRC
ITA_C22	0.392627707	nonhealthy	CRC
ITA_C23	-0.002950884	nonhealthy	CRC
ITA_C24	0.127975017	nonhealthy	CRC
ITA_C25	0.399426491	nonhealthy	CRC
ITA_C26	-0.289404673	nonhealthy	CRC
ITA_C27	0.061201893	nonhealthy	CRC
ITA_C28	0.152085905	nonhealthy	CRC
ITA_C29	0.6838731	nonhealthy	CRC
ITA_C2	0.407083362	nonhealthy	CRC
ITA_C30	1.561319999	nonhealthy	CRC
ITA_C31	-0.749669322	nonhealthy	CRC
ITA_C32	-0.215561173	nonhealthy	CRC
ITA_C3	0.668914581	nonhealthy	CRC
ITA_C4	-0.229702111	nonhealthy	CRC
ITA_C5	-0.297532725	nonhealthy	CRC
ITA_C6	4.00739727	nonhealthy	CRC
ITA_C7	1.011148792	nonhealthy	CRC
ITA_C8	0.050798445	nonhealthy	CRC
ITA_C9	1.234693722	nonhealthy	CRC
ITA_H10	0.736581514	healthy	CRC_HC
ITA_H11	0.375443362	healthy	CRC_HC
ITA_H12	1.312425603	healthy	CRC_HC
ITA_H13	-0.117434504	healthy	CRC_HC
ITA_H14	0.325375658	healthy	CRC_HC
ITA_H15	0.190127749	healthy	CRC_HC
ITA_H16	-0.502344995	healthy	CRC_HC
ITA_H17	-0.504286821	healthy	CRC_HC
ITA_H18	0.343038653	healthy	CRC_HC
ITA_H19	0.230755658	healthy	CRC_HC
ITA_H1	-0.860715544	healthy	CRC_HC
ITA_H20	0.224083432	healthy	CRC_HC
ITA_H21	4.519690344	healthy	CRC_HC
ITA_H22	-0.184154789	healthy	CRC_HC
ITA_H23	-0.552893869	healthy	CRC_HC
ITA_H24	4.806483559	healthy	CRC_HC
ITA_H25	-0.672941685	healthy	CRC_HC
ITA_H26	-0.054018337	healthy	CRC_HC
ITA_H27	0.467255506	healthy	CRC_HC
ITA_H28	1.471491134	healthy	CRC_HC
ITA_H2	0.457433634	healthy	CRC_HC
ITA_H3	-1.357330078	healthy	CRC_HC
ITA_H4	0.366935365	healthy	CRC_HC
ITA_H5	5.123542341	healthy	CRC_HC
ITA_H6	-0.52977582	healthy	CRC_HC
ITA_H7	1.371413711	healthy	CRC_HC
ITA_H8	0.163105476	healthy	CRC_HC
ITA_H9	0.065967541	healthy	CRC_HC
JPN_C10	0.000532077	nonhealthy	CRC
JPN_C11	-0.447245739	nonhealthy	CRC
JPN_C12	-1.256994376	nonhealthy	CRC
JPN_C13	-0.804910437	nonhealthy	CRC
JPN_C14	0.11160448	nonhealthy	CRC
JPN_C15	0.269525731	nonhealthy	CRC
JPN_C16	-1.858349141	nonhealthy	CRC
JPN_C17	-1.746556082	nonhealthy	CRC
JPN_C18	4.766276087	nonhealthy	CRC
JPN_C19	0.822616059	nonhealthy	CRC
JPN_C1	-0.151641071	nonhealthy	CRC
JPN_C20	1.270809069	nonhealthy	CRC
JPN_C21	-0.016679114	nonhealthy	CRC
JPN_C22	0.390070867	nonhealthy	CRC
JPN_C23	-0.599001958	nonhealthy	CRC
JPN_C24	0.974741003	nonhealthy	CRC
JPN_C25	-1.139761497	nonhealthy	CRC
JPN_C26	1.395603716	nonhealthy	CRC
JPN_C27	0.090935185	nonhealthy	CRC
JPN_C28	-0.542706601	nonhealthy	CRC
JPN_C29	0.308350377	nonhealthy	CRC
JPN_C2	-1.419015405	nonhealthy	CRC
JPN_C30	-0.835537792	nonhealthy	CRC
JPN_C31	-0.05762405	nonhealthy	CRC
JPN_C32	-1.23071373	nonhealthy	CRC
JPN_C33	-0.349595023	nonhealthy	CRC
JPN_C34	-1.046221612	nonhealthy	CRC
JPN_C35	0.468831607	nonhealthy	CRC
JPN_C36	-0.153521828	nonhealthy	CRC
JPN_C37	0.033152729	nonhealthy	CRC
JPN_C38	-1.055663741	nonhealthy	CRC
JPN_C39	-0.008247281	nonhealthy	CRC
JPN_C3	-0.873825276	nonhealthy	CRC
JPN_C40	-0.723463491	nonhealthy	CRC
JPN_C4	0.243522559	nonhealthy	CRC
JPN_C5	-0.008111665	nonhealthy	CRC
JPN_C6	0.452079441	nonhealthy	CRC
JPN_C7	-0.562133902	nonhealthy	CRC
JPN_C8	-0.957339834	nonhealthy	CRC
JPN_C9	-0.129871125	nonhealthy	CRC
JPN_H10	0.521913594	healthy	CRC_HC
JPN_H11	1.766026522	healthy	CRC_HC
JPN_H12	0.958464042	healthy	CRC_HC
JPN_H13	1.444846988	healthy	CRC_HC
JPN_H14	-1.981215518	healthy	CRC_HC
JPN_H15	-0.561433719	healthy	CRC_HC
JPN_H16	-0.391146956	healthy	CRC_HC
JPN_H17	0.924549686	healthy	CRC_HC
JPN_H18	-0.092623112	healthy	CRC_HC
JPN_H19	-0.208268488	healthy	CRC_HC
JPN_H1	0.444690913	healthy	CRC_HC
JPN_H20	-0.28441683	healthy	CRC_HC
JPN_H21	0.19278853	healthy	CRC_HC
JPN_H22	-0.746464897	healthy	CRC_HC
JPN_H23	-1.501160903	healthy	CRC_HC
JPN_H24	-1.004864057	healthy	CRC_HC
JPN_H25	-1.544586839	healthy	CRC_HC
JPN_H26	-0.666670779	healthy	CRC_HC
JPN_H27	-1.018047162	healthy	CRC_HC
JPN_H28	-1.274248438	healthy	CRC_HC
JPN_H29	0.518134511	healthy	CRC_HC
JPN_H2	0.421126399	healthy	CRC_HC
JPN_H30	-0.604279697	healthy	CRC_HC
JPN_H31	-1.699583815	healthy	CRC_HC
JPN_H32	-0.824791519	healthy	CRC_HC
JPN_H33	-0.439427256	healthy	CRC_HC
JPN_H34	-1.486048905	healthy	CRC_HC
JPN_H35	1.395472391	healthy	CRC_HC
JPN_H36	1.029857996	healthy	CRC_HC
JPN_H37	-1.54909265	healthy	CRC_HC
JPN_H38	0.355025966	healthy	CRC_HC
JPN_H39	-0.871509968	healthy	CRC_HC
JPN_H3	-0.56893651	healthy	CRC_HC
JPN_H40	-1.187816009	healthy	CRC_HC
JPN_H4	0.104302961	healthy	CRC_HC
JPN_H5	-1.590585232	healthy	CRC_HC
JPN_H6	0.902692459	healthy	CRC_HC
JPN_H7	-0.922922886	healthy	CRC_HC
JPN_H8	0.409235575	healthy	CRC_HC
JPN_H9	-1.09738793	healthy	CRC_HC
LD10	-0.458149471	nonhealthy	LC
LD11	0.507536921	nonhealthy	LC
LD12	-0.292262142	nonhealthy	LC
LD13	4.659475057	nonhealthy	LC
LD14	0.188559163	nonhealthy	LC
LD15	4.216669881	nonhealthy	LC
LD16	-0.251140853	nonhealthy	LC
LD17	0.364597277	nonhealthy	LC
LD18	-0.846152416	nonhealthy	LC
LD19	-1.193074096	nonhealthy	LC
LD1	1.399085236	nonhealthy	LC
LD20	-0.003505355	nonhealthy	LC
LD21	-0.363876189	nonhealthy	LC
LD22	0.206964134	nonhealthy	LC
LD23	-0.97985827	nonhealthy	LC
LD24	-0.244268678	nonhealthy	LC
LD25	0.164222528	nonhealthy	LC
LD26	-0.164264024	nonhealthy	LC
LD27	-0.248396303	nonhealthy	LC
LD28	-4.755072256	nonhealthy	LC
LD29	-0.750247254	nonhealthy	LC
LD2	3.438451502	nonhealthy	LC
LD30	4.716298351	nonhealthy	LC
LD31	-1.239284758	nonhealthy	LC
LD32	-0.759379348	nonhealthy	LC
LD33	-1.03971223	nonhealthy	LC
LD34	4.400252986	nonhealthy	LC
LD35	-0.965962931	nonhealthy	LC
LD36	-0.297398897	nonhealthy	LC
LD37	4.128817115	nonhealthy	LC
LD38	-0.039362805	nonhealthy	LC
LD39	1.269412996	nonhealthy	LC
LD3	1.341355143	nonhealthy	LC
LD40	-0.504890031	nonhealthy	LC
LD41	0.985634119	nonhealthy	LC
LD42	0.423099079	nonhealthy	LC
LD43	0.949134299	nonhealthy	LC
LD44	-0.473490077	nonhealthy	LC
LD45	-1.477747252	nonhealthy	LC
LD46	4.431816357	nonhealthy	LC
LD47	0.263432039	nonhealthy	LC
LD48	4.324337371	nonhealthy	LC
LD49	-0.064028781	nonhealthy	LC
LD4	4.704038068	nonhealthy	LC
LD50	-0.226862808	nonhealthy	LC
LD51	-0.976948848	nonhealthy	LC
LD52	-0.739910149	nonhealthy	LC
LD53	4.242592247	nonhealthy	LC
LD54	0.231464092	nonhealthy	LC
LD55	0.388414021	nonhealthy	LC
LD56	0.365353393	nonhealthy	LC
LD57	NA	nonhealthy	LC
LD58	0.674840024	nonhealthy	LC
LD59	4.596443276	nonhealthy	LC
LD5	0.09427798	nonhealthy	LC
LD60	4.473454052	nonhealthy	LC
LD61	-0.860568134	nonhealthy	LC
LD62	-4.97035687	nonhealthy	LC
LD63	4.175339818	nonhealthy	LC
LD64	-0.824048369	nonhealthy	LC
LD65	-0.634568505	nonhealthy	LC
LD66	-0.942839646	nonhealthy	LC
LD67	4.273083321	nonhealthy	LC
LD68	-0.326793473	nonhealthy	LC
LD69	-1.253631257	nonhealthy	LC
LD6	-0.289426162	nonhealthy	LC
LD70	0.295638513	nonhealthy	LC
LD71	-2.334392998	nonhealthy	LC
LD72	-1.36225756	nonhealthy	LC
LD73	-0.181451331	nonhealthy	LC
LD74	-0.400561995	nonhealthy	LC
LD75	0.040010054	nonhealthy	LC
LD76	-0.312048907	nonhealthy	LC
LD77	0.366889556	nonhealthy	LC
LD78	0.1761808	nonhealthy	LC
LD79	-0.265348501	nonhealthy	LC
LD7	-0.338044148	nonhealthy	LC
LD80	-0.057786748	nonhealthy	LC
LD81	-1.049188895	nonhealthy	LC
LD82	-0.911339155	nonhealthy	LC
LD83	-0.368710287	nonhealthy	LC
LD84	-0.270403611	nonhealthy	LC
LD85	0.716982402	nonhealthy	LC
LD86	4.520384773	nonhealthy	LC
LD87	0.268408829	nonhealthy	LC
LD88	-1.660912111	nonhealthy	LC
LD89	-1.87577025	nonhealthy	LC
LD8	-0.837299779	nonhealthy	LC
LD90	3.792015638	nonhealthy	LC
LD91	-0.853182488	nonhealthy	LC
LD92	-1.471586517	nonhealthy	LC
LD93	0.060140792	nonhealthy	LC
LD94	-0.230083487	nonhealthy	LC
LD95	4.703744114	nonhealthy	LC
LD96	-0.540004192	nonhealthy	LC
LD97	1.62495265	nonhealthy	LC
LD98	4.108363174	nonhealthy	LC
LD9	1.469036482	nonhealthy	LC
LV10	NA	nonhealthy	LC
LV11	4.29409843	nonhealthy	LC
LV12	-1.580690714	nonhealthy	LC
LV13	0	nonhealthy	LC
LV14	3.943485575	nonhealthy	LC
LV15	-4.512152476	nonhealthy	LC
LV16	-3.722286836	nonhealthy	LC
LV17	-3.526255651	nonhealthy	LC
LV18	-1.569014273	nonhealthy	LC
LV19	-0.910628675	nonhealthy	LC
LV1	4.213422993	nonhealthy	LC
LV20	3.060794316	nonhealthy	LC
LV21	-0.2037735	nonhealthy	LC
LV22	-1.951922176	nonhealthy	LC
LV23	-1.424812203	nonhealthy	LC
LV24	0.180992511	nonhealthy	LC
LV25	0	nonhealthy	LC
LV2	3.385327868	nonhealthy	LC
LV3	4.51908466	nonhealthy	LC
LV4	3.643242696	nonhealthy	LC
LV5	-4.563735057	nonhealthy	LC
LV6	3.397612813	nonhealthy	LC
LV7	-0.9533123	nonhealthy	LC
LV8	3.931119419	nonhealthy	LC
LV9	1.06815138	nonhealthy	LC
P10	-1.653865905	nonhealthy	PCOS
P11	-0.672166563	nonhealthy	PCOS
P12	0.26388854	nonhealthy	PCOS
P13	-0.039056108	nonhealthy	PCOS
P14	0.238378639	nonhealthy	PCOS
P15	-0.833170818	nonhealthy	PCOS
P16	-0.729482976	nonhealthy	PCOS
P17	-1.116302519	nonhealthy	PCOS
P18	0.391242464	nonhealthy	PCOS
P19	-0.403044119	nonhealthy	PCOS
P1	-0.072507947	nonhealthy	PCOS
P20	-0.115363479	nonhealthy	PCOS
P21	0.039701451	nonhealthy	PCOS
P22	-0.92328614	nonhealthy	PCOS
P23	-0.717786612	nonhealthy	PCOS
P24	0.105045287	nonhealthy	PCOS
P25	0.109723266	nonhealthy	PCOS
P26	-0.376415434	nonhealthy	PCOS
P27	0.653232466	nonhealthy	PCOS
P28	0.840174877	nonhealthy	PCOS
P29	-0.706804232	nonhealthy	PCOS
P2	-0.716759146	nonhealthy	PCOS
P30	-0.360434003	nonhealthy	PCOS
P31	0.01542709	nonhealthy	PCOS
P32	-0.394750284	nonhealthy	PCOS
P33	-0.459703328	nonhealthy	PCOS
P34	0.73189226	nonhealthy	PCOS
P35	0.54888614	nonhealthy	PCOS
P36	-0.031213579	nonhealthy	PCOS
P37	-0.486338576	nonhealthy	PCOS
P38	-0.333916199	nonhealthy	PCOS
P39	-0.081412788	nonhealthy	PCOS
P3	0.787502737	nonhealthy	PCOS
P40	-0.740681311	nonhealthy	PCOS
P41	-0.548855921	nonhealthy	PCOS
P42	-0.211125601	nonhealthy	PCOS
P43	-0.626075781	nonhealthy	PCOS
P44	0.062168633	nonhealthy	PCOS
P45	0.564902039	nonhealthy	PCOS
P46	-0.492845203	nonhealthy	PCOS
P47	0.542383061	nonhealthy	PCOS
P48	0.870184627	nonhealthy	PCOS
P49	0.749552568	nonhealthy	PCOS
P4	0.140299585	nonhealthy	PCOS
P50	-0.389801769	nonhealthy	PCOS
P5	0.12541468	nonhealthy	PCOS
P6	-0.618922942	nonhealthy	PCOS
P7	-0.961340853	nonhealthy	PCOS
P8	-0.588789312	nonhealthy	PCOS
P9	0.441776735	nonhealthy	PCOS
SCZ10	-0.214120647	nonhealthy	SCZ
SCZ11	-0.455017703	nonhealthy	SCZ
SCZ12	-0.980651374	nonhealthy	SCZ
SCZ13	-0.934745984	nonhealthy	SCZ
SCZ14	0.626345854	nonhealthy	SCZ
SCZ15	-0.757273385	nonhealthy	SCZ
SCZ16	-0.843423863	nonhealthy	SCZ
SCZ17	0.11705231	nonhealthy	SCZ
SCZ18	-0.214453035	nonhealthy	SCZ
SCZ19	-0.74703044	nonhealthy	SCZ
SCZ1	-1.060171865	nonhealthy	SCZ
SCZ20	-0.172334646	nonhealthy	SCZ
SCZ21	0.438769454	nonhealthy	SCZ
SCZ22	-1.07314442	nonhealthy	SCZ
SCZ23	-1.36752918	nonhealthy	SCZ
SCZ24	0.152299019	nonhealthy	SCZ
SCZ25	4.273015018	nonhealthy	SCZ
SCZ26	0.032156481	nonhealthy	SCZ
SCZ27	0.390290478	nonhealthy	SCZ
SCZ28	0.876347895	nonhealthy	SCZ
SCZ29	-0.39054835	nonhealthy	SCZ
SCZ2	-0.164742241	nonhealthy	SCZ
SCZ30	-0.176360362	nonhealthy	SCZ
SCZ31	-0.160691016	nonhealthy	SCZ
SCZ32	-2.199844434	nonhealthy	SCZ
SCZ33	-0.320996337	nonhealthy	SCZ
SCZ34	-0.971404903	nonhealthy	SCZ
SCZ35	0.124990207	nonhealthy	SCZ
SCZ36	-0.091789885	nonhealthy	SCZ
SCZ37	-1.675101442	nonhealthy	SCZ
SCZ38	-0.703900169	nonhealthy	SCZ
SCZ39	0.378524539	nonhealthy	SCZ
SCZ3	-0.180506433	nonhealthy	SCZ
SCZ40	-0.469202065	nonhealthy	SCZ
SCZ41	-0.213275497	nonhealthy	SCZ
SCZ42	-0.925508245	nonhealthy	SCZ
SCZ43	-0.592248015	nonhealthy	SCZ
SCZ44	-1.406887113	nonhealthy	SCZ
SCZ45	-0.672986776	nonhealthy	SCZ
SCZ46	-0.643849339	nonhealthy	SCZ
SCZ47	-0.94315905	nonhealthy	SCZ
SCZ48	-0.612237792	nonhealthy	SCZ
SCZ49	-0.23649095	nonhealthy	SCZ
SCZ4	0.342269321	nonhealthy	SCZ
SCZ50	-0.184232969	nonhealthy	SCZ
SCZ51	0.271137394	nonhealthy	SCZ
SCZ52	-0.775638247	nonhealthy	SCZ
SCZ53	-0.173759311	nonhealthy	SCZ
SCZ54	0.317185956	nonhealthy	SCZ
SCZ55	-0.337737811	nonhealthy	SCZ
SCZ56	-1.507239729	nonhealthy	SCZ
SCZ57	-0.214720379	nonhealthy	SCZ
SCZ58	-0.090916863	nonhealthy	SCZ
SCZ59	-0.277801409	nonhealthy	SCZ
SCZ5	-1.262408976	nonhealthy	SCZ
SCZ60	-1.323224427	nonhealthy	SCZ
SCZ61	-0.119408132	nonhealthy	SCZ
SCZ62	0.785533884	nonhealthy	SCZ
SCZ63	-0.185422913	nonhealthy	SCZ
SCZ64	-0.451604334	nonhealthy	SCZ
SCZ65	-0.43622902	nonhealthy	SCZ
SCZ66	-0.097156324	nonhealthy	SCZ
